"","id","fiyat","oda_salon_sayisi","net_m2","bina_yasi","isinma_tipi","krediye_uygunluk","bulundugu_kat","banyo_sayisi","ilce","nüfus","eðitim","okuma_yazma_bilmeyen"
"4719",4719,235000,3,85,9,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"1528",1528,525000,4,110,30,"Merkezi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"3821",3821,444000,4,110,26,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"3955",3955,487000,5,135,17,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2901",2901,345000,4,110,0,"Merkezi(PayÖlçer)","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"1613",1613,480000,4,120,22,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1631",1631,790000,4,140,12,"Kombi","Uygun","8. Kat","2","Çankaya",925828,"Lisans",0.7
"35",35,585000,4,135,22,"Merkezi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3565",3565,339000,4,120,16,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"1802",1802,245000,4,120,22,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"3362",3362,845000,5,170,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"2842",2842,390000,5,150,4,"Kombi","Uygun","3. Kat","2","Sincan",549108,"Lise",1.44
"2946",2946,1250000,5,185,11,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"4022",4022,465000,4,120,25,"Kombi","Uygun","9. Kat","1","Keçiören",938565,"Lise",1.43
"4206",4206,345000,4,110,32,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"976",976,449000,4,125,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4712",4712,640000,4,110,30,"Kombi","Uygun","En Üst Kat","1","Keçiören",938565,"Lise",1.43
"2981",2981,1700000,5,180,35,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3501",3501,425000,4,130,0,"Merkezi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1924",1924,3890000,5,220,6,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3926",3926,810000,4,135,0,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"2598",2598,950000,5,180,0,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"3125",3125,459000,4,115,30,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"296",296,1900000,5,200,8,"Merkezi","Uygun","7. Kat","2","Çankaya",925828,"Lisans",0.7
"4102",4102,449000,4,110,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"399",399,650000,4,115,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3868",3868,1540000,5,180,0,"Merkezi","Uygun","17. Kat","2","Çankaya",925828,"Lisans",0.7
"4281",4281,735000,5,135,1,"Kombi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"3905",3905,1200000,5,170,0,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"743",743,320000,4,125,13,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"2724",2724,745000,4,125,27,"Kombi","Uygun","5. Kat","1","Çankaya",925828,"Lisans",0.7
"2298",2298,650000,4,130,20,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"855",855,279000,4,135,22,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"2636",2636,369000,4,90,22,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"4428",4428,8e+05,4,110,15,"Kombi","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"3230",3230,284000,4,105,15,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3081",3081,495000,4,135,13,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3723",3723,415000,3,115,35,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4650",4650,895000,4,148,12,"Merkezi","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"547",547,619000,4,130,21,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"772",772,405000,4,130,0,"Kombi","Uygun","14. Kat","1","Sincan",549108,"Lise",1.44
"106",106,479000,4,120,27,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4951",4951,189000,3,95,22,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3647",3647,445000,4,110,25,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1202",1202,275500,4,135,1,"Kombi","Uygun","En Üst Kat","2","Sincan",549108,"Lise",1.44
"4116",4116,1500000,5,160,10,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1139",1139,465000,3,95,16,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"1805",1805,420000,3,125,1,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Sincan",549108,"Lise",1.44
"3300",3300,860000,5,145,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"3249",3249,750000,4,140,17,"Kombi","Uygun","5. Kat","2","Çankaya",925828,"Lisans",0.7
"3046",3046,395000,4,128,9,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4703",4703,395000,4,110,20,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"4417",4417,465000,4,120,22,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"376",376,180000,4,105,20,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"2687",2687,8e+05,4,110,15,"Kombi","Uygun","6. Kat","2","Çankaya",925828,"Lisans",0.7
"404",404,950000,7,250,11,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"2987",2987,295000,3,80,50,"Merkezi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"3784",3784,495000,4,120,22,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"102",102,625000,5,180,20,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"3247",3247,940000,6,200,30,"Merkezi","Uygun","2. Kat","3","Çankaya",925828,"Lisans",0.7
"779",779,622000,5,150,0,"Merkezi(PayÖlçer)","Uygun","10. Kat","2","Sincan",549108,"Lise",1.44
"1185",1185,190000,3,75,35,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"4321",4321,739000,5,135,31,"Merkezi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"3272",3272,319000,4,125,22,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1784",1784,545000,4,115,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"603",603,249000,4,125,0,"Kombi","Uygun","Yüksek Giriþ","2","Sincan",549108,"Lise",1.44
"4541",4541,975000,4,130,20,"Merkezi(PayÖlçer)","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2895",2895,1250000,5,179,0,"Merkezi(PayÖlçer)","Uygun","Ara Kat","2","Keçiören",938565,"Lise",1.43
"343",343,410000,4,115,40,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2353",2353,225000,2,70,19,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"3115",3115,348000,3,90,25,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"4502",4502,360000,4,100,23,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3880",3880,695000,5,160,30,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1817",1817,525000,3,75,50,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"801",801,945000,4,120,0,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Çankaya",925828,"Lisans",0.7
"791",791,535000,4,120,35,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1839",1839,379000,4,125,23,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2955",2955,265000,3,100,20,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"1651",1651,365000,4,103,0,"Merkezi(PayÖlçer)","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"543",543,450000,3,100,35,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3644",3644,605000,6,320,20,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"409",409,290000,4,100,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1576",1576,7e+05,4,115,30,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"53",53,1200000,5,175,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4010",4010,625000,4,130,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4141",4141,480000,4,100,20,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3169",3169,415000,4,140,35,"Merkezi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"766",766,850000,3,90,2,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4152",4152,480000,4,145,10,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3390",3390,445000,4,120,25,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"966",966,1250000,4,140,0,"Kombi","Uygun","4. Kat","3","Çankaya",925828,"Lisans",0.7
"4008",4008,273000,4,120,8,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"3865",3865,265000,4,110,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"605",605,370000,4,105,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"1863",1863,545000,4,120,22,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3545",3545,1370000,5,184,2,"Merkezi(PayÖlçer)","Uygun","5. Kat","2","Keçiören",938565,"Lise",1.43
"2816",2816,995000,4,150,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4606",4606,175000,4,90,30,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"1628",1628,649000,3,140,0,"Kombi","Uygun","En Üst Kat","2","Çankaya",925828,"Lisans",0.7
"4430",4430,138000,3,90,0,"Merkezi(PayÖlçer)","Uygun deðil","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"4125",4125,485000,4,135,15,"Kombi","Uygun","8. Kat","2","Çankaya",925828,"Lisans",0.7
"2412",2412,5e+05,3,99,40,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1331",1331,559000,8,280,20,"Kombi","Uygun","3. Kat","3","Keçiören",938565,"Lise",1.43
"1909",1909,515000,5,140,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"2696",2696,1100000,4,120,0,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"3636",3636,390000,3,75,2,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"576",576,435000,4,115,45,"Kombi","Uygun","Teras Katý","1","Keçiören",938565,"Lise",1.43
"2180",2180,86500,3,75,28,"Kombi","Uygun","Bahçe Katý","1","Sincan",549108,"Lise",1.44
"2084",2084,495000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3653",3653,360000,4,110,15,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"2002",2002,725000,6,170,20,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2093",2093,130000,4,135,0,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"724",724,545000,4,120,22,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4276",4276,265000,4,130,12,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"2750",2750,765000,5,200,20,"Kombi","Uygun","3. Kat","3","Çankaya",925828,"Lisans",0.7
"4670",4670,435000,4,120,22,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"2832",2832,269000,4,125,22,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"4957",4957,480000,4,130,10,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1991",1991,220000,3,80,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"2136",2136,459000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3539",3539,7e+05,3,55,0,"Klima","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2342",2342,415000,4,130,15,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"3551",3551,275000,4,120,12,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4600",4600,445000,4,110,30,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4218",4218,780000,4,130,38,"Merkezi","Uygun","En Üst Kat","1","Keçiören",938565,"Lise",1.43
"3843",3843,275000,4,100,30,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"3117",3117,175000,3,90,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"2713",2713,1350000,4,144,0,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3322",3322,450000,4,122,0,"KatKaloriferi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"4190",4190,510000,5,155,12,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4108",4108,285000,3,105,20,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"4546",4546,750000,5,150,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2996",2996,175000,4,105,20,"Kombi","Uygun","En Üst Kat","1","Sincan",549108,"Lise",1.44
"4178",4178,260000,4,110,27,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"2149",2149,740000,3,100,0,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"1234",1234,680000,5,160,15,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"4639",4639,945000,4,120,0,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Keçiören",938565,"Lise",1.43
"3707",3707,289000,3,90,22,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"2373",2373,199000,3,85,25,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"2921",2921,5e+05,4,160,0,"Merkezi","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"3015",3015,640000,4,110,30,"Kombi","Uygun","En Üst Kat","1","Çankaya",925828,"Lisans",0.7
"282",282,350000,4,110,30,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"878",878,389000,4,120,22,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"2638",2638,275000,4,110,0,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3459",3459,649000,3,95,3,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1736",1736,529000,5,240,18,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"706",706,270000,2,75,10,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"3976",3976,665000,4,110,30,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"857",857,1150000,5,250,3,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"127",127,380000,5,145,15,"Kombi","Uygun","Kot 1","2","Çankaya",925828,"Lisans",0.7
"2052",2052,379000,4,100,15,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4194",4194,380000,4,115,18,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4038",4038,575000,4,125,18,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1654",1654,420000,4,130,23,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4138",4138,1150000,5,180,15,"Merkezi","Uygun","5. Kat","2","Çankaya",925828,"Lisans",0.7
"1847",1847,419000,4,110,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2885",2885,350000,3,85,7,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2339",2339,850000,3,85,0,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"3983",3983,1050000,7,340,0,"Kombi","Uygun","5. Kat","4","Keçiören",938565,"Lise",1.43
"359",359,324000,3,100,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3016",3016,1990000,5,225,8,"Merkezi(PayÖlçer)","Uygun","Bahçe Katý","2","Çankaya",925828,"Lisans",0.7
"3925",3925,247000,4,110,15,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"456",456,245000,4,115,25,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"4825",4825,549000,6,210,9,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"194",194,305000,3,110,20,"Merkezi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"934",934,530000,4,110,11,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"3686",3686,528000,2,75,1,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4319",4319,365000,4,120,13,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"2171",2171,780000,3,65,0,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"148",148,6e+05,5,190,15,"Merkezi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4015",4015,450000,4,112,3,"Merkezi(PayÖlçer)","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4018",4018,650000,5,240,8,"Kombi","Uygun","7. Kat","2","Keçiören",938565,"Lise",1.43
"2147",2147,850000,4,202,1,"Kombi","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"2277",2277,235000,4,120,20,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"4016",4016,282500,4,120,4,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"3122",3122,535000,3,110,30,"Merkezi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"1236",1236,950000,4,130,18,"Merkezi","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"3829",3829,695000,5,138,10,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3882",3882,550000,3,90,0,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1275",1275,197000,4,95,9,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"3126",3126,419000,4,115,22,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3164",3164,649000,5,150,10,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"1221",1221,350000,3,75,17,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"180",180,650000,5,181,12,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1663",1663,276999,3,125,2,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"4829",4829,357000,4,150,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3386",3386,410000,4,125,12,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"346",346,470000,4,155,20,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"4166",4166,480000,4,120,25,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"295",295,699000,4,125,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"728",728,1400000,6,350,4,"Kombi","Uygun","Villa Katý","3","Çankaya",925828,"Lisans",0.7
"245",245,289000,3,100,20,"Kombi","Uygun","Bahçe Katý","2","Çankaya",925828,"Lisans",0.7
"984",984,289000,3,105,25,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"3948",3948,235000,4,115,19,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"579",579,385000,5,200,15,"Kombi","Uygun","Teras Katý","2","Sincan",549108,"Lise",1.44
"326",326,875000,5,175,0,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"2015",2015,155000,4,105,25,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"2430",2430,590000,4,220,9,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2407",2407,695000,4,130,32,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4911",4911,860000,5,150,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"2676",2676,415000,2,45,0,"Merkezi(PayÖlçer)","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"4464",4464,645000,4,115,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1957",1957,970000,4,110,1,"Kombi","Uygun","Yüksek Giriþ","21","Çankaya",925828,"Lisans",0.7
"4679",4679,610000,5,175,10,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"3",3,589000,4,120,25,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"4571",4571,475000,4,95,28,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4432",4432,479000,4,110,28,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"4694",4694,440000,4,120,0,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"730",730,2e+05,3,80,55,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"3185",3185,390000,7,204,9,"Kombi","Uygun","5. Kat","2","Sincan",549108,"Lise",1.44
"1573",1573,160000,4,100,20,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"929",929,535000,2,58,1,"Kombi","Uygun","Zemin","1","Keçiören",938565,"Lise",1.43
"1178",1178,375000,4,124,36,"Merkezi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"1443",1443,650000,4,145,30,"Merkezi","Uygun","Giriþ Katý","2","Çankaya",925828,"Lisans",0.7
"3758",3758,435000,4,120,22,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"1485",1485,380000,4,131,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"2268",2268,320000,3,94,12,"Merkezi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3506",3506,625000,5,165,20,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"3611",3611,680000,4,110,23,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2479",2479,325000,4,110,26,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"89",89,1050000,7,255,12,"Kombi","Uygun","4. Kat","4","Keçiören",938565,"Lise",1.43
"3121",3121,395000,4,120,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"4519",4519,515000,4,130,16,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"704",704,975000,4,150,10,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"1103",1103,265000,4,120,20,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2098",2098,675000,5,145,17,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"4517",4517,227000,4,95,23,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1616",1616,203000,3,90,25,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"304",304,232000,4,110,15,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"2728",2728,2e+06,6,275,4,"Merkezi(PayÖlçer)","Uygun","9. Kat","4","Keçiören",938565,"Lise",1.43
"3353",3353,338000,4,105,28,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"4646",4646,330000,4,110,10,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4531",4531,459000,3,110,22,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4286",4286,850000,8,270,3,"Merkezi","Uygun","4. Kat","4","Çankaya",925828,"Lisans",0.7
"3870",3870,1270000,5,200,4,"Merkezi(PayÖlçer)","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"494",494,650000,5,190,10,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4027",4027,274000,4,126,1,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"278",278,480000,5,220,10,"Kombi","Uygun","1. Kat","3","Keçiören",938565,"Lise",1.43
"3175",3175,970000,5,165,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"737",737,460000,4,120,30,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4181",4181,420000,4,130,23,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4094",4094,385000,4,125,15,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4904",4904,364000,4,145,12,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
